"date","wp1","wp2","wp3","wp4","wp5","wp6","wp7","usage"
2011072609,0,0.286,0.069,0,0.303,0.066,0.076,"Training"
2011072610,0.015,0.249,0.158,0,0.167,0.158,0.328,"Training"
2011072611,0.135,0.286,0.267,0.182,0.167,0.197,0.328,"Training"
2011072612,0.231,0.307,0.296,0.369,0.222,0.329,0.455,"Training"
2011072613,0.346,0.365,0.138,0.485,0.228,0.355,0.455,"PrivateTest"
2011072614,0.561,0.344,0.119,0.601,0.313,0.474,0.404,"PrivateTest"
2011072615,0.687,0.222,0.217,0.512,0.243,0.474,0.53,"PrivateTest"
2011072616,0.581,0.28,0.138,0.496,0.182,0.474,0.505,"PrivateTest"
2011072617,0.536,0.259,0.208,0.54,0.233,0.526,0.53,"PrivateTest"
2011072618,0.561,0.286,0.257,0.617,0.48,0.526,0.556,"PrivateTest"
2011072619,0.541,0.28,0.267,0.479,0.693,0.447,0.48,"PrivateTest"
2011072620,0.627,0.233,0.296,0.457,0.617,0.342,0.354,"PrivateTest"
2011072621,0.561,0.259,0.277,0.43,0.576,0.329,0.303,"PrivateTest"
2011072622,0.431,0.206,0.247,0.391,0.622,0.395,0.177,"PrivateTest"
2011072623,0.431,0.185,0.178,0.358,0.501,0.368,0.202,"PrivateTest"
2011072700,0.286,0.201,0.128,0.298,0.45,0.197,0.177,"PrivateTest"
2011072701,0.185,0.148,0.188,0.121,0.425,0.066,0,"PrivateTest"
2011072702,0.195,0.132,0.188,0.044,0.42,0.039,0,"PrivateTest"
2011072703,0.221,0.127,0.158,0.061,0.192,0.053,0,"PrivateTest"
2011072704,0.17,0.106,0.148,0.055,0.071,0.039,0,"PrivateTest"
2011072705,0.19,0.106,0.089,0.033,0.066,0.053,0,"PrivateTest"
2011072706,0.231,0.063,0.04,0,0.046,0.026,0.025,"PrivateTest"
2011072707,0.14,0.026,0.02,0,0.066,0.039,0,"PrivateTest"
2011072708,0.125,0,0.01,0,0.071,0.026,0,"PrivateTest"
2011072709,0.105,0,0.01,0,0.051,0.026,0,"PrivateTest"
2011072710,0.09,0,0.049,0,0.071,0.013,0,"PrivateTest"
2011072711,0.065,0.021,0.079,0,0.056,0,0,"PrivateTest"
2011072712,0.035,0.106,0.099,0,0.046,0,0,"PrivateTest"
2011072713,0,0.095,0.049,0,0.015,0,0,"PrivateTest"
2011072714,0,0.042,0.03,0,0.005,0,0,"PrivateTest"
2011072715,0,0.011,0.04,0,0,0.026,0,"PrivateTest"
2011072716,0,0,0.04,0.011,0,0.026,0,"PrivateTest"
2011072717,0,0.032,0.059,0.011,0.015,0.013,0,"PrivateTest"
2011072718,0,0.095,0.049,0.011,0.04,0.013,0,"PrivateTest"
2011072719,0,0.138,0.03,0.017,0.03,0.039,0,"PrivateTest"
2011072720,0,0.132,0.02,0,0.061,0.053,0,"PrivateTest"
2011072721,0,0.196,0.01,0.006,0.162,0.013,0,"PrivateTest"
2011072722,0,0.185,0.01,0,0.121,0.013,0,"PrivateTest"
2011072723,0,0.18,0.049,0,0.076,0.039,0,"PrivateTest"
2011072800,0,0.312,0.059,0,0.096,0.013,0,"PrivateTest"
2011072801,0,0.413,0.099,0,0.116,0.026,0.025,"PrivateTest"
2011072802,0,0.54,0.158,0.039,0.046,0.066,0.101,"PrivateTest"
2011072803,0,0.492,0.148,0.154,0.03,0.145,0.152,"PrivateTest"
2011072804,0.025,0.54,0.188,0.242,0.015,0.184,0.227,"PrivateTest"
2011072805,0.06,0.534,0.119,0.237,0.01,0.105,0.278,"PrivateTest"
2011072806,0.12,0.492,0.128,0.259,0.02,0.132,0.227,"PrivateTest"
2011072807,0.236,0.323,0.138,0.242,0.025,0.211,0.202,"PrivateTest"
2011072808,0.236,0.222,0.178,0.331,0.015,0.316,0.278,"PrivateTest"
2011072809,0.256,0.164,0.208,0.457,0.015,0.289,0.227,"PrivateTest"
2011072810,0.185,0.101,0.04,0.419,0.046,0.171,0.126,"PrivateTest"
2011072811,0.145,0.032,0.069,0.259,0.061,0.158,0.126,"PrivateTest"
2011072812,0.14,0.032,0.109,0.231,0.061,0.132,0.126,"PrivateTest"
2011072813,0.08,0.042,0.375,0.105,0.066,0.079,0.076,"Training"
2011072814,0.065,0.016,0.128,0.022,0.051,0.066,0.025,"Training"
2011072815,0.05,0,0.198,0,0.061,0.053,0.076,"Training"
2011072816,0.015,0,0.306,0.006,0.091,0.132,0.152,"Training"
2011072817,0.015,0.021,0.425,0.006,0.066,0.079,0.025,"Training"
2011072818,0,0.005,0.366,0.011,0.056,0.026,0,"Training"
2011072819,0,0,0.237,0,0.066,0.013,0,"Training"
2011072820,0,0,0.168,0,0.081,0.026,0,"Training"
2011072821,0,0,0.178,0,0.071,0,0,"Training"
2011072822,0,0,0.059,0,0.056,0,0,"Training"
2011072823,0,0,0.04,0,0.02,0,0,"Training"
2011072900,0,0,0.02,0,0.025,0,0,"Training"
2011072901,0,0,0.049,0,0.056,0.026,0,"Training"
2011072902,0,0,0.059,0.006,0.061,0.066,0.051,"Training"
2011072903,0.015,0.016,0.059,0.028,0.04,0.066,0.051,"Training"
2011072904,0.085,0.037,0.119,0.083,0.035,0.118,0,"Training"
2011072905,0.11,0.042,0.079,0.028,0.066,0.118,0.076,"Training"
2011072906,0.02,0.042,0.049,0.077,0.081,0.066,0,"Training"
2011072907,0.075,0.058,0.089,0.094,0.076,0.039,0,"Training"
2011072908,0.19,0.095,0.119,0.127,0.076,0.053,0.076,"Training"
2011072909,0.12,0.101,0.257,0.094,0.061,0.25,0.429,"Training"
2011072910,0.16,0.069,0.405,0.242,0.04,0.263,0.202,"Training"
2011072911,0.125,0.122,0.583,0.386,0.061,0.368,0.328,"Training"
2011072912,0.13,0.074,0.771,0.099,0.131,0.566,0.455,"Training"
2011072913,0.175,0.116,0.573,0.094,0.248,0.592,0.505,"Training"
2011072914,0.15,0.106,0.287,0.127,0.101,0.145,0.455,"Training"
2011072915,0.14,0.106,0.306,0.099,0.212,0.145,0.126,"Training"
2011072916,0.075,0.138,0.267,0.011,0.111,0.118,0.101,"Training"
2011072917,0.03,0.217,0.237,0.028,0.101,0.118,0.101,"Training"
2011072918,0.055,0.111,0.217,0.099,0.061,0.184,0.253,"Training"
2011072919,0.16,0.148,0.168,0.121,0.005,0.105,0.126,"Training"
2011072920,0.201,0.148,0.119,0.143,0,0.132,0.051,"Training"
2011072921,0.411,0.138,0.069,0.066,0,0.039,0,"Training"
2011072922,0.471,0.116,0.04,0.083,0.01,0.026,0,"Training"
2011072923,0.406,0.069,0.03,0.11,0.025,0.013,0,"Training"
2011073000,0.321,0.037,0.01,0.121,0.015,0.013,0,"Training"
2011073001,0.356,0.074,0.01,0.165,0.04,0.079,0,"PrivateTest"
2011073002,0.341,0.138,0.049,0.187,0.076,0.053,0,"PrivateTest"
2011073003,0.461,0.095,0.02,0.198,0.172,0.026,0,"PrivateTest"
2011073004,0.406,0.095,0,0.121,0.329,0.039,0,"PrivateTest"
2011073005,0.376,0.085,0,0.083,0.207,0.079,0,"PrivateTest"
2011073006,0.311,0.069,0,0.16,0.051,0.079,0,"PrivateTest"
2011073007,0.246,0.037,0.099,0.231,0.081,0.053,0,"PrivateTest"
2011073008,0.251,0.005,0.168,0.083,0.101,0.053,0,"PrivateTest"
2011073009,0.185,0,0.109,0.006,0.086,0.026,0,"PrivateTest"
2011073010,0.221,0,0.049,0.006,0.061,0,0,"PrivateTest"
2011073011,0.145,0,0.02,0,0.025,0.013,0,"PrivateTest"
2011073012,0.075,0,0.02,0,0.015,0.039,0,"PrivateTest"
2011073013,0.01,0,0.01,0,0.015,0.013,0,"PrivateTest"
2011073014,0.01,0,0,0,0,0,0,"PrivateTest"
2011073015,0.02,0,0,0,0,0.013,0,"PrivateTest"
2011073016,0.01,0.005,0,0,0.02,0.026,0,"PrivateTest"
2011073017,0.005,0,0,0,0.071,0.026,0,"PrivateTest"
2011073018,0,0,0.02,0.017,0.035,0.039,0,"PrivateTest"
2011073019,0.005,0.005,0.049,0.006,0.02,0.039,0,"PrivateTest"
2011073020,0.005,0.032,0.049,0.006,0.035,0.026,0,"PrivateTest"
2011073021,0,0.058,0.059,0,0.081,0,0,"PrivateTest"
2011073022,0,0.159,0.049,0,0.076,0,0,"PrivateTest"
2011073023,0.03,0.169,0.04,0,0.071,0,0,"PrivateTest"
2011073100,0.05,0.175,0.03,0,0.086,0,0,"PrivateTest"
2011073101,0.03,0.196,0.04,0,0.051,0,0,"PrivateTest"
2011073102,0.02,0.212,0.079,0,0.025,0,0,"PrivateTest"
2011073103,0,0.026,0.099,0.006,0.005,0.013,0,"PrivateTest"
2011073104,0,0.032,0.119,0.149,0,0.066,0.025,"PrivateTest"
2011073105,0,0.048,0.148,0.176,0,0.118,0.101,"PrivateTest"
2011073106,0.075,0.069,0.158,0.303,0,0.132,0.177,"PrivateTest"
2011073107,0.241,0.106,0.119,0.369,0,0.158,0.253,"PrivateTest"
2011073108,0.311,0.153,0.119,0.419,0,0.237,0.202,"PrivateTest"
2011073109,0.195,0.106,0.178,0.331,0,0.224,0.152,"PrivateTest"
2011073110,0.175,0.106,0.188,0.347,0,0.355,0.227,"PrivateTest"
2011073111,0.14,0.085,0.306,0.545,0,0.645,0.631,"PrivateTest"
2011073112,0.351,0.053,0.336,0.397,0.03,0.5,0.505,"PrivateTest"
2011073113,0.291,0.037,0.128,0.231,0.086,0.171,0.152,"PrivateTest"
2011073114,0.11,0.053,0,0.077,0.101,0.079,0.025,"PrivateTest"
2011073115,0.115,0.037,0,0.044,0.121,0.066,0,"PrivateTest"
2011073116,0.15,0.026,0,0.039,0.111,0.079,0,"PrivateTest"
2011073117,0.266,0.032,0.01,0.176,0.066,0.184,0.025,"PrivateTest"
2011073118,0.231,0.011,0.04,0.358,0.086,0.224,0.101,"PrivateTest"
2011073119,0.18,0.042,0.178,0.314,0.076,0.211,0.177,"PrivateTest"
2011073120,0.261,0.069,0.296,0.353,0.086,0.184,0.126,"PrivateTest"
2011073121,0.306,0.127,0.257,0.353,0.106,0.211,0.126,"PrivateTest"
2011073122,0.326,0.101,0.267,0.314,0.162,0.171,0.126,"PrivateTest"
2011073123,0.251,0.058,0.198,0.215,0.121,0.132,0.051,"PrivateTest"
2011080100,0.221,0.037,0.138,0.154,0.106,0.132,0.025,"PrivateTest"
2011080101,0.16,0.095,0.217,0.204,0.137,0.171,0.076,"Training"
2011080102,0.14,0.09,0.366,0.143,0.131,0.145,0.253,"Training"
2011080103,0.221,0.063,0.425,0.033,0.106,0.158,0.48,"Training"
2011080104,0.251,0.063,0.385,0,0.116,0.066,0.707,"Training"
2011080105,0.155,0.053,0.375,0,0.091,0.039,0.278,"Training"
2011080106,0.07,0.074,0.375,0,0.121,0.039,0,"Training"
2011080107,0.05,0.042,0.366,0,0.182,0,0,"Training"
2011080108,0.045,0.032,0.287,0,0.207,0,0,"Training"
2011080109,0.04,0.016,0.227,0,0.172,0,0,"Training"
2011080110,0.125,0.016,0.128,0.044,0.066,0.066,0,"Training"
2011080111,0.17,0.058,0.247,0.022,0.066,0,0,"Training"
2011080112,0.125,0.101,0.455,0,0.207,0,0,"Training"
2011080113,0.07,0.106,0.128,0.022,0.121,0.013,0,"Training"
2011080114,0.095,0.063,0.069,0.011,0.061,0.053,0,"Training"
2011080115,0.175,0,0.059,0,0.046,0.066,0.025,"Training"
2011080116,0.311,0,0.059,0,0.071,0.039,0.025,"Training"
2011080117,0.216,0.005,0.109,0.011,0.147,0.026,0.051,"Training"
2011080118,0.206,0.026,0.128,0.066,0.303,0.053,0.051,"Training"
2011080119,0.195,0.048,0.089,0.072,0.288,0.092,0.051,"Training"
2011080120,0.195,0.095,0.089,0.061,0.202,0.066,0.051,"Training"
2011080121,0.251,0.122,0.079,0.066,0.152,0.053,0.025,"Training"
2011080122,0.281,0.164,0.049,0.072,0.147,0.053,0,"Training"
2011080123,0.341,0.185,0.04,0.017,0.142,0,0,"Training"
2011080200,0.301,0.074,0.02,0,0.298,0.013,0,"Training"
2011080201,0.175,0.063,0.01,0.055,0.313,0.013,0,"Training"
2011080202,0.13,0.063,0,0.16,0.329,0.026,0,"Training"
2011080203,0.216,0.101,0,0.116,0.354,0.026,0,"Training"
2011080204,0.286,0.085,0,0.094,0.324,0.026,0,"Training"
2011080205,0.281,0.042,0,0.11,0.288,0.053,0.025,"Training"
2011080206,0.306,0.005,0,0.132,0.187,0.053,0,"Training"
2011080207,0.336,0,0,0.083,0.182,0.026,0,"Training"
2011080208,0.351,0,0,0.044,0.111,0.053,0,"Training"
2011080209,0.381,0,0,0.028,0.076,0.039,0,"Training"
2011080210,0.201,0,0.01,0.006,0.061,0.026,0.025,"Training"
2011080211,0.11,0.026,0.03,0.033,0.046,0.026,0,"Training"
2011080212,0.13,0.185,0.03,0.011,0.091,0.026,0,"Training"
2011080213,0.07,0.238,0.01,0,0.071,0.013,0,"PrivateTest"
2011080214,0.005,0.259,0,0,0.04,0,0,"PrivateTest"
2011080215,0.01,0.36,0,0,0.051,0,0,"PrivateTest"
2011080216,0.005,0.254,0,0,0.111,0,0,"PrivateTest"
2011080217,0,0.238,0.02,0,0.116,0.026,0,"PrivateTest"
2011080218,0,0.201,0.069,0.028,0.076,0.053,0,"PrivateTest"
2011080219,0.015,0.116,0.079,0.121,0.051,0.105,0.051,"PrivateTest"
2011080220,0.231,0.153,0.049,0.105,0.03,0.224,0.076,"PrivateTest"
2011080221,0.18,0.175,0.01,0.138,0.01,0.145,0.076,"PrivateTest"
2011080222,0.226,0.27,0,0.055,0.015,0.039,0,"PrivateTest"
2011080223,0.135,0.175,0,0.077,0.01,0.079,0,"PrivateTest"
2011080300,0.025,0.069,0,0.083,0.04,0.026,0,"PrivateTest"
2011080301,0.1,0.058,0.02,0.011,0.056,0.026,0,"PrivateTest"
2011080302,0.03,0.032,0.01,0.055,0.157,0.079,0.076,"PrivateTest"
2011080303,0,0,0.04,0.116,0.192,0.118,0.126,"PrivateTest"
2011080304,0.025,0,0.079,0.094,0.116,0.197,0.202,"PrivateTest"
2011080305,0.055,0,0.178,0.215,0.076,0.171,0.202,"PrivateTest"
2011080306,0.025,0.048,0.168,0.072,0.03,0.118,0.101,"PrivateTest"
2011080307,0,0.005,0.109,0.061,0.066,0.145,0.126,"PrivateTest"
2011080308,0,0.021,0.168,0.044,0.046,0.171,0.202,"PrivateTest"
2011080309,0.035,0.074,0.198,0.083,0.051,0.092,0.177,"PrivateTest"
2011080310,0.04,0.085,0.227,0.039,0.076,0.053,0.177,"PrivateTest"
2011080311,0.07,0.148,0.158,0.055,0.025,0.079,0.152,"PrivateTest"
2011080312,0.065,0.122,0.208,0.039,0,0.039,0.076,"PrivateTest"
2011080313,0.1,0.032,0.109,0.006,0,0.026,0.025,"PrivateTest"
2011080314,0.08,0.021,0.069,0,0,0.013,0,"PrivateTest"
2011080315,0.015,0.005,0.079,0,0.035,0.013,0,"PrivateTest"
2011080316,0,0,0.059,0,0.066,0,0,"PrivateTest"
2011080317,0,0,0.089,0.033,0.046,0.013,0,"PrivateTest"
2011080318,0,0.011,0.148,0.077,0.066,0.184,0.126,"PrivateTest"
2011080319,0,0.037,0.267,0.083,0.066,0.171,0.227,"PrivateTest"
2011080320,0.015,0.016,0.277,0,0.086,0.132,0.177,"PrivateTest"
2011080321,0.241,0,0.543,0.011,0.162,0.079,0.101,"PrivateTest"
2011080322,0.195,0,0.435,0.022,0.142,0.158,0.177,"PrivateTest"
2011080323,0.256,0,0.346,0.143,0.101,0.118,0.126,"PrivateTest"
2011080400,0.351,0.037,0.247,0.424,0.101,0.184,0.076,"PrivateTest"
2011080401,0.281,0.058,0.168,0.452,0.121,0.329,0.101,"PrivateTest"
2011080402,0.195,0.053,0.089,0.27,0.182,0.408,0.379,"PrivateTest"
2011080403,0.281,0.074,0.158,0.176,0.091,0.276,0.303,"PrivateTest"
2011080404,0.14,0.063,0.217,0.149,0.086,0.145,0.253,"PrivateTest"
2011080405,0.155,0.037,0.119,0.083,0.081,0.132,0.152,"PrivateTest"
2011080406,0.17,0.026,0.119,0.05,0.111,0.171,0.076,"PrivateTest"
2011080407,0.231,0.037,0.099,0,0.106,0.171,0.126,"PrivateTest"
2011080408,0.11,0.011,0.069,0.017,0.116,0.105,0.202,"PrivateTest"
2011080409,0.145,0.005,0.03,0.072,0.137,0.145,0.177,"PrivateTest"
2011080410,0.135,0,0.01,0.044,0.147,0.145,0.227,"PrivateTest"
2011080411,0.1,0,0.04,0.061,0.106,0.197,0.328,"PrivateTest"
2011080412,0.085,0,0.079,0.033,0.106,0.105,0.076,"PrivateTest"
2011080413,0.05,0,0.119,0,0.096,0.026,0,"Training"
2011080414,0.055,0,0.059,0,0.081,0.013,0,"Training"
2011080415,0.05,0,0.04,0,0.071,0.026,0,"Training"
2011080416,0.02,0,0.059,0,0.081,0.026,0,"Training"
2011080417,0.01,0,0.089,0,0.081,0.039,0,"Training"
2011080418,0.005,0,0.119,0.006,0.061,0.079,0.025,"Training"
2011080419,0,0,0.109,0.017,0.04,0.132,0.126,"Training"
2011080420,0,0,0.099,0.033,0.03,0.118,0.126,"Training"
2011080421,0,0,0.089,0.072,0.015,0.118,0.101,"Training"
2011080422,0,0,0.03,0.033,0.005,0.092,0.051,"Training"
2011080423,0,0,0.02,0.006,0,0.053,0,"Training"
2011080500,0.005,0,0.01,0,0,0.013,0,"Training"
2011080501,0.03,0,0.01,0,0,0,0,"Training"
2011080502,0.05,0.011,0.049,0,0,0,0,"Training"
2011080503,0.065,0.032,0.049,0,0,0.026,0,"Training"
2011080504,0.05,0.011,0.01,0,0,0.039,0.025,"Training"
2011080505,0.015,0,0,0,0,0.013,0.025,"Training"
2011080506,0.03,0.016,0.02,0.028,0,0.026,0.051,"Training"
2011080507,0.045,0.085,0.03,0.138,0,0.092,0.126,"Training"
2011080508,0.015,0.085,0.049,0.204,0,0.132,0.177,"Training"
2011080509,0.005,0.074,0.069,0.22,0,0.066,0.152,"Training"
2011080510,0.005,0.058,0.059,0.176,0.005,0.066,0.025,"Training"
2011080511,0.005,0.032,0.059,0.132,0.005,0.092,0.076,"Training"
2011080512,0,0.037,0.069,0.083,0.005,0.079,0.051,"Training"
2011080513,0,0.011,0.04,0.017,0,0.026,0.025,"Training"
2011080514,0.005,0,0.01,0,0,0,0,"Training"
2011080515,0.025,0.005,0.01,0,0,0,0,"Training"
2011080516,0.06,0,0.059,0,0,0,0,"Training"
2011080517,0.06,0,0.109,0,0,0,0,"Training"
2011080518,0.065,0,0.128,0,0,0.013,0,"Training"
2011080519,0.05,0,0.119,0,0.005,0.013,0,"Training"
2011080520,0.015,0,0.109,0,0,0.013,0,"Training"
2011080521,0,0.005,0.079,0,0,0.026,0,"Training"
2011080522,0,0.042,0.069,0,0,0.013,0,"Training"
2011080523,0,0.042,0.03,0,0,0.013,0,"Training"
2011080600,0,0.005,0.03,0,0,0.026,0,"Training"
2011080601,0,0.026,0.049,0,0,0.053,0,"PrivateTest"
2011080602,0.03,0.09,0.04,0,0,0.053,0.025,"PrivateTest"
2011080603,0.045,0.106,0.02,0,0,0.039,0.051,"PrivateTest"
2011080604,0.05,0.079,0.03,0.006,0,0.053,0.126,"PrivateTest"
2011080605,0.035,0.095,0.049,0.077,0,0.105,0.278,"PrivateTest"
2011080606,0.025,0.101,0.049,0.149,0,0.184,0.227,"PrivateTest"
2011080607,0.03,0.138,0.04,0.22,0.005,0.158,0.227,"PrivateTest"
2011080608,0.03,0.058,0,0.193,0,0.132,0.177,"PrivateTest"
2011080609,0.015,0.074,0,0.154,0.01,0.132,0.202,"PrivateTest"
2011080610,0.015,0.106,0,0.132,0.025,0.039,0.126,"PrivateTest"
2011080611,0.015,0.095,0,0.083,0.01,0,0.051,"PrivateTest"
2011080612,0,0.116,0,0.05,0.025,0,0.025,"PrivateTest"
2011080613,0,0.063,0,0.006,0.091,0,0,"PrivateTest"
2011080614,0,0.005,0,0,0.131,0,0,"PrivateTest"
2011080615,0,0,0,0,0.126,0,0,"PrivateTest"
2011080616,0,0,0,0,0.157,0,0,"PrivateTest"
2011080617,0,0,0,0,0.137,0,0,"PrivateTest"
2011080618,0,0,0.03,0,0.106,0,0,"PrivateTest"
2011080619,0,0,0.04,0,0.101,0.026,0.025,"PrivateTest"
2011080620,0,0,0.04,0,0.106,0.039,0,"PrivateTest"
2011080621,0,0,0.01,0,0.086,0,0,"PrivateTest"
2011080622,0,0,0,0,0.177,0,0,"PrivateTest"
2011080623,0,0,0,0,0.217,0,0,"PrivateTest"
2011080700,0.025,0,0,0,0.172,0,0,"PrivateTest"
2011080701,0.055,0,0,0,0.076,0,0,"PrivateTest"
2011080702,0.025,0.016,0,0,0.046,0,0,"PrivateTest"
2011080703,0.045,0.026,0,0,0.03,0,0,"PrivateTest"
2011080704,0.045,0.016,0,0,0.015,0,0,"PrivateTest"
2011080705,0.015,0.011,0.01,0,0.005,0,0,"PrivateTest"
2011080706,0,0.026,0.01,0,0,0,0,"PrivateTest"
2011080707,0,0,0.059,0,0,0,0,"PrivateTest"
2011080708,0,0,0.089,0,0,0,0,"PrivateTest"
2011080709,0,0.016,0.089,0,0,0.013,0.025,"PrivateTest"
2011080710,0.005,0.074,0.227,0,0,0.013,0,"PrivateTest"
2011080711,0,0.116,0.208,0,0,0,0,"PrivateTest"
2011080712,0.005,0.439,0.168,0,0,0,0,"PrivateTest"
2011080713,0,0.423,0.168,0,0,0,0,"PrivateTest"
2011080714,0,0.275,0.257,0,0,0.013,0,"PrivateTest"
2011080715,0,0.196,0.267,0.006,0,0.053,0,"PrivateTest"
2011080716,0,0.032,0.059,0.055,0,0.079,0,"PrivateTest"
2011080717,0,0.026,0.059,0.055,0,0.066,0,"PrivateTest"
2011080718,0.03,0.032,0.079,0.017,0,0.053,0,"PrivateTest"
2011080719,0.105,0.026,0.138,0.077,0,0.079,0.025,"PrivateTest"
2011080720,0.085,0.016,0.188,0.105,0,0.145,0.025,"PrivateTest"
2011080721,0.025,0.011,0.227,0.088,0,0.053,0.025,"PrivateTest"
2011080722,0.01,0.016,0.198,0.044,0,0.026,0,"PrivateTest"
2011080723,0.04,0.026,0.109,0.011,0,0.026,0,"PrivateTest"
2011080800,0.03,0.048,0.03,0,0,0.053,0,"PrivateTest"
2011080801,0.08,0.074,0.01,0.022,0.005,0.053,0,"Training"
2011080802,0.105,0.058,0,0.088,0.051,0.079,0,"Training"
2011080803,0.145,0.048,0,0.116,0.025,0.079,0.025,"Training"
2011080804,0.1,0.053,0,0.11,0.005,0.105,0.025,"Training"
2011080805,0.085,0.138,0.04,0.088,0.015,0.132,0.076,"Training"
2011080806,0.065,0.175,0.01,0.127,0.035,0.158,0.076,"Training"
2011080807,0.12,0.222,0.01,0.132,0.035,0.171,0.076,"Training"
2011080808,0.13,0.206,0.01,0.154,0.066,0.145,0.101,"Training"
2011080809,0.065,0.164,0.03,0.149,0.061,0.197,0.126,"Training"
2011080810,0.055,0.116,0.03,0.149,0.076,0.197,0.202,"Training"
2011080811,0.075,0.085,0.01,0.165,0.056,0.145,0.101,"Training"
2011080812,0.035,0.016,0.02,0.143,0.076,0.053,0,"Training"
2011080813,0.02,0.011,0.01,0.072,0.152,0.026,0,"Training"
2011080814,0.005,0,0,0.094,0.111,0.079,0.025,"Training"
2011080815,0.05,0,0.01,0.099,0.096,0.066,0,"Training"
2011080816,0.065,0,0.01,0.017,0.071,0.026,0,"Training"
2011080817,0.015,0,0.01,0.083,0.051,0.092,0,"Training"
2011080818,0.035,0,0,0.066,0.061,0.171,0.076,"Training"
2011080819,0.025,0,0,0.033,0.076,0.263,0.227,"Training"
2011080820,0.005,0,0,0.077,0.066,0.342,0.354,"Training"
2011080821,0.005,0,0,0.171,0.03,0.303,0.278,"Training"
2011080822,0.03,0.011,0.02,0.171,0.046,0.25,0.253,"Training"
2011080823,0.07,0.016,0,0.105,0.025,0.171,0.152,"Training"
2011080900,0.045,0.042,0.01,0.055,0.051,0.118,0.101,"Training"
2011080901,0.045,0.116,0,0.006,0.111,0.066,0.126,"Training"
2011080902,0.075,0.222,0,0,0.147,0.079,0.152,"Training"
2011080903,0.045,0.28,0.01,0.055,0.111,0.092,0.202,"Training"
2011080904,0.055,0.296,0.02,0.105,0.152,0.066,0.177,"Training"
2011080905,0.04,0.376,0.02,0.061,0.121,0.079,0.303,"Training"
2011080906,0.075,0.354,0.02,0.044,0.121,0.066,0.278,"Training"
2011080907,0.07,0.354,0,0.017,0.121,0.026,0.177,"Training"
2011080908,0.045,0.386,0,0,0.101,0.013,0.152,"Training"
2011080909,0.14,0.471,0.01,0,0.086,0.013,0.101,"Training"
2011080910,0.14,0.614,0.01,0,0.061,0,0,"Training"
2011080911,0.12,0.55,0.059,0.055,0.056,0.026,0,"Training"
2011080912,0.115,0.614,0.049,0.132,0.076,0,0,"Training"
2011080913,0.04,0.354,0,0.022,0.061,0,0,"PrivateTest"
2011080914,0.005,0,0,0,0.01,0,0,"PrivateTest"
2011080915,0,0,0.01,0,0.04,0,0,"PrivateTest"
2011080916,0,0,0.079,0,0.035,0,0,"PrivateTest"
2011080917,0.005,0.175,0.227,0,0.025,0.013,0,"PrivateTest"
2011080918,0.02,0.079,0.237,0.006,0.056,0.026,0,"PrivateTest"
2011080919,0.005,0.132,0.217,0,0.157,0.026,0,"PrivateTest"
2011080920,0.005,0.18,0.148,0,0.308,0.039,0,"PrivateTest"
2011080921,0.005,0.312,0.158,0.033,0.399,0.066,0,"PrivateTest"
2011080922,0,0.201,0.148,0.033,0.339,0.066,0,"PrivateTest"
2011080923,0,0.122,0.109,0.077,0.228,0.066,0.051,"PrivateTest"
2011081000,0,0.063,0.02,0.061,0.096,0.118,0.051,"PrivateTest"
2011081001,0.025,0.212,0.03,0.16,0.02,0.092,0.076,"PrivateTest"
2011081002,0.015,0.259,0.247,0.138,0.061,0.224,0.126,"PrivateTest"
2011081003,0.09,0.259,0.356,0.105,0.035,0.224,0.404,"PrivateTest"
2011081004,0.236,0.37,0.356,0.325,0.005,0.158,0.253,"PrivateTest"
2011081005,0.321,0.455,0.425,0.325,0.02,0.105,0.126,"PrivateTest"
2011081006,0.291,0.614,0.405,0.143,0.02,0.066,0.177,"PrivateTest"
2011081007,0.271,0.72,0.464,0.088,0.01,0.105,0.404,"PrivateTest"
2011081008,0.165,0.847,0.534,0.116,0.01,0.316,0.354,"PrivateTest"
2011081009,0.16,0.82,0.484,0.298,0.005,0.316,0.379,"PrivateTest"
2011081010,0.281,0.852,0.474,0.242,0,0.237,0.404,"PrivateTest"
2011081011,0.246,0.905,0.395,0.287,0.005,0.263,0.429,"PrivateTest"
2011081012,0.301,0.937,0.366,0.38,0.308,0.197,0.328,"PrivateTest"
2011081013,0.281,0.937,0.306,0.347,0.187,0.447,0.505,"PrivateTest"
2011081014,0.346,0.915,0.237,0.601,0.192,0.645,0.682,"PrivateTest"
2011081015,0.396,0.91,0.415,0.716,0.228,0.829,0.758,"PrivateTest"
2011081016,0.607,0.921,0.583,0.744,0.298,0.763,0.758,"PrivateTest"
2011081017,0.762,0.937,0.563,0.777,0.586,0.658,0.606,"PrivateTest"
2011081018,0.817,0.931,0.494,0.799,0.865,0.671,0.657,"PrivateTest"
2011081019,0.772,0.937,0.672,0.683,0.743,0.684,0.631,"PrivateTest"
2011081020,0.702,0.942,0.613,0.727,0.758,0.75,0.581,"PrivateTest"
2011081021,0.677,0.937,0.464,0.612,0.344,0.553,0.48,"PrivateTest"
2011081022,0.832,0.91,0.346,0.534,0.45,0.395,0.354,"PrivateTest"
2011081023,0.812,0.889,0.158,0.617,0.597,0.303,0.152,"PrivateTest"
2011081100,0.536,0.878,0.158,0.584,0.425,0.118,0.101,"PrivateTest"
2011081101,0.231,0.889,0.079,0.545,0.667,0.237,0.076,"PrivateTest"
